Timestamp,How would you describe your gender?,Which of the following would you describe yourself as?,Where do you live?,What is your age?,Do you believe that a secret cabal of lizard-people rule the world?,"A man has the confidence that if something is broken, it can be fixed.",A man cultivates as many interests as is possible.,"A man knows everything about something, and something about everything.",A man appreciates beauty in all of its forms.,A man uses his wealth and social standing for the benefit of others.,"A man does what he says he will do, and does not make promises he cannot keep.","A man may take a beating, of whatever kind, but he gets back up afterwards.","A man shows courtesy by holding doors open, pulling out chairs, and allowing others to choose before him.",A man is willing to endure suffering gladly in order to accomplish his goals.,A man protects those who are less strong than him.,A man arrives to occasions on time.,A man always looks to improve himself.,"A man is willing to challenge the status quo, if he has a better alternative.","A man shows sportsmanship, and does not harbour grudges against those that best him.",A man speaks his mind.,A man settles disputes by applying his principles equally to any situation.,A man is financially independent.,A man doesn't let the little frustrations of life get to him.,A man is unashamed of his sexual desires.,A man is willing and able to please his sexual partners.,A man does not make demands of his friends.,A man seeks advice when he wants to find a solution.,A man does not rely on the kindness of others.,A man is quick to respond in a time of crisis.,A man does not let fear or intimidation change his intent.,A man powers through a problem when grace or finesse fails.,"A man cultivates practical skills, and is ready to use them.",A man puts the lives of others over himself.,A man maintains his physical strength and fitness.,A man would rather try and fail than miss their chance at success.,"A man has a plan to get, or do, what it is they want.",A man does not perceive something as a threat to him unless it is a real danger.,"A man has a cause he believes in and takes risks for, and he would gladly suffer because of it.",A man does not lie.,A man cultivates a good sense of humour.,A man channels his anger and frustrations to productive ends.,A man does not need to prove himself to others.,A man prioritises clarity and directness over politeness and people-pleasing.,"A man values competition, and embraces it as a chance to better himself.","A man is open, clear, and consistent in his values.",A man does not trouble others with his feelings until he has made sense of them himself.,"A man is quick to form an opinion, and quick to defend it.","A man is always keen to explore, and seeks things unfamiliar to him.",A man is comfortable with who he is.,"A man makes the first move, sexually and romantically.",A man has a penis.,A man keeps his feelings to himself.,"A man has the confidence to speak authoritatively, unless he is proven wrong.",A man puts his bonds with other men first.,"A man accepts survival of the fittest, and does not let his neighbour's failures taint his successes.",A man's worth is measured by his accomplishments.,"A man does man's work, and lets women do women's work.",A man is able to provide financially for himself and others.,A man dresses practically.,A man takes the lead in bed.,A man eats whatever food he wants.,A man puts the needs and feelings of others before himself.,A man does not let his feelings cloud his judgement.,"A man is secure in his convictions, and is not easily swayed by the words of others.",A man is ready to use physical force or violence where it is necessary.,A man cherishes and values the qualities of women.,A man will defend his integrity if it is questioned.,A man helps other men to be good men.,A man does not speak ill of others.,A man is faithful to his roots.,A man lives in the present.,Feedback
12/13/2016 22:12:16,Man,"Socialist, Feminist",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Undesirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Essential,Neutral,Neutral,Undesirable,
12/13/2016 22:15:50,Man,"Liberal, Conservative, Libertarian",Europe,26 - 40,No,Desirable,Essential,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Essential,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,
12/13/2016 22:20:34,Other,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,18 - 25,Maybe,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Desirable,Desirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,
12/13/2016 22:21:58,Man,"Socialist, Liberal, Feminist, Moderate",Europe,26 - 40,No,Essential,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Essential,Essential,Essential,Essential,Neutral,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Neutral,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Essential,Essential,Neutral,Neutral,Desirable,Desirable,Undesirable,Undesirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Essential,Essential,Neutral,Neutral,Desirable,Desirable,Essential,Desirable,Neutral,Desirable,
12/13/2016 22:22:24,Man,"Liberal, Feminist, Egalitarian, Moderate",Europe,18 - 25,No,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Essential,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Essential,Desirable,Neutral,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,
12/13/2016 22:23:21,Man,"Libertarian, Feminist",Europe,18 - 25,No,Desirable,Neutral,Undesirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Neutral,Neutral,Essential,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Essential,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Neutral,Neutral,
12/13/2016 22:25:05,Woman,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Desirable,Desirable,Undesirable,Essential,Essential,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Desirable,Essential,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,
12/13/2016 22:25:47,Man,"Socialist, Liberal, Moderate",Europe,26 - 40,No,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,
12/13/2016 22:28:43,Man,"Liberal, Feminist",Europe,26 - 40,No,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Desirable,Undesirable,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Undesirable,Undesirable,Essential,Desirable,Neutral,Desirable,Neutral,Neutral,
12/13/2016 22:30:09,Man,"Liberal, Feminist",Europe,26 - 40,No,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Essential,Neutral,Neutral,Desirable,Desirable,Desirable,Undesirable,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Neutral,
12/13/2016 22:34:12,Man,Liberal,Europe,41 - 65,No,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Undesirable,Desirable,Desirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Essential,Desirable,Desirable,Neutral,Undesirable,
12/13/2016 22:34:46,Woman,"Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Desirable,Neutral,Neutral,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Essential,Neutral,Neutral,Neutral,
12/13/2016 22:41:29,Man,"Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Undesirable,Undesirable,Neutral,Essential,Neutral,Desirable,Undesirable,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,
12/13/2016 22:45:44,Man,"Feminist, Egalitarian, Moderate",Europe,18 - 25,Maybe,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Essential,Desirable,Essential,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Essential,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Neutral,Essential,Desirable,Undesirable,Essential,Essential,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Neutral,Undesirable,Essential,Desirable,Desirable,Desirable,Neutral,Neutral,
12/13/2016 22:46:53,Woman,"Liberal, Feminist",Europe,18 - 25,No,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,
12/13/2016 22:48:17,Woman,Conservative,Europe,26 - 40,No,Desirable,Desirable,Neutral,Desirable,Essential,Essential,Neutral,Desirable,Neutral,Essential,Essential,Essential,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Undesirable,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Undesirable,Neutral,Desirable,Essential,Desirable,Essential,Undesirable,Desirable,Undesirable,Undesirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Essential,Essential,Undesirable,Essential,Desirable,
12/13/2016 22:56:17,Man,Egalitarian,Europe,26 - 40,No,Desirable,Desirable,Neutral,Desirable,Essential,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Essential,Undesirable,Neutral,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Essential,Desirable,Essential,Neutral,Undesirable,Undesirable,
12/13/2016 23:03:28,Man,"Feminist, Moderate",Europe,26 - 40,No,Desirable,Desirable,Essential,Desirable,Essential,Essential,Neutral,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Essential,Neutral,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Essential,Essential,Desirable,Essential,Essential,Undesirable,Desirable,Essential,Desirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Neutral,Undesirable,Essential,Essential,Essential,Desirable,Neutral,Desirable,
12/13/2016 23:09:37,Woman,"Liberal, Feminist, Moderate",Europe,18 - 25,No,Neutral,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Essential,Essential,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Essential,Neutral,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Desirable,Essential,Neutral,Essential,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Neutral,Undesirable,Desirable,Neutral,Neutral,Undesirable,Essential,Desirable,Essential,Desirable,Essential,Neutral,
12/13/2016 23:19:37,Man,"Liberal, Egalitarian, Moderate",Europe,18 - 25,No,Desirable,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Undesirable,Neutral,Undesirable,Undesirable,Undesirable,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Desirable,Desirable,Desirable,Neutral,
12/13/2016 23:31:21,Man,"Socialist, Moderate",Europe,18 - 25,No,Desirable,Neutral,Neutral,Neutral,Essential,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Neutral,Undesirable,Essential,Essential,Neutral,Desirable,Undesirable,Essential,Essential,Neutral,Essential,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Essential,Undesirable,Essential,Neutral,Neutral,Neutral,Undesirable,Undesirable,Neutral,Neutral,Neutral,Neutral,Undesirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Essential,Neutral,Neutral,Undesirable,Some of those questions seem rather leading.
12/13/2016 23:33:21,Man,"Socialist, Feminist",Europe,26 - 40,No,Desirable,Desirable,Essential,Essential,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Essential,Essential,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Neutral,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Undesirable,Neutral,Essential,Neutral,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Undesirable,Desirable,Undesirable,Essential,Neutral,Neutral,Desirable,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Essential,Essential,Desirable,Neutral,"Some questions as written are very much taking a singular view of male sexuality (the penis goes in vagina RAR!) and some lack nuance, but I appreciate the questionnaire. Would you be interested in doing a second stage questionnaire perhaps with more open questions?"
12/13/2016 23:44:31,Woman,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Neutral,Desirable,Undesirable,Essential,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Undesirable,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,
12/13/2016 23:52:32,Man,"Socialist, Liberal, Feminist",Europe,26 - 40,No,Desirable,Desirable,Neutral,Neutral,Essential,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Undesirable,Neutral,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Undesirable,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Neutral,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Undesirable,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,
12/14/2016 0:32:40,Man,"Socialist, Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,No,Desirable,Neutral,Desirable,Neutral,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Undesirable,Desirable,Undesirable,Neutral,Desirable,Undesirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Neutral,Desirable,Neutral,Neutral,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Undesirable,Essential,Neutral,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Undesirable,Neutral,Undesirable,
12/14/2016 0:32:49,Woman,Libertarian,Europe,18 - 25,Maybe,Neutral,Neutral,Undesirable,Neutral,Neutral,Desirable,Neutral,Desirable,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Essential,Essential,Neutral,Essential,Desirable,Neutral,Undesirable,Neutral,Desirable,Undesirable,Undesirable,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Essential,Essential,Undesirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Essential,Undesirable,Undesirable,Undesirable,Undesirable,Neutral,Desirable,Desirable,Undesirable,Undesirable,Desirable,Desirable,Essential,Essential,Neutral,Essential,Essential,Desirable,Neutral,Desirable,Essential,
12/14/2016 0:37:03,Woman,"Liberal, Feminist, Egalitarian, Moderate",Europe,26 - 40,Maybe,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Undesirable,Neutral,Neutral,Essential,Neutral,Neutral,Undesirable,Neutral,Undesirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Neutral,Neutral,Essential,Desirable,Desirable,Neutral,Neutral,Neutral,
12/14/2016 2:05:44,Man,"Socialist, Moderate",Europe,41 - 65,No,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Undesirable,Desirable,Desirable,Neutral,Essential,Neutral,Neutral,Neutral,Desirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Undesirable,Desirable,Desirable,Neutral,Desirable,Neutral,Desirable,
12/14/2016 3:57:48,Other,"Socialist, Liberal, Feminist",Northern America,18 - 25,No,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Undesirable,Desirable,Neutral,Desirable,Desirable,Neutral,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Neutral,Neutral,Essential,Undesirable,Undesirable,Desirable,Desirable,Undesirable,Undesirable,Undesirable,Desirable,Undesirable,Neutral,Desirable,Undesirable,Neutral,Neutral,Neutral,Desirable,Neutral,Neutral,Desirable,Undesirable,Desirable,Desirable,Neutral,Desirable,Desirable,Neutral,
12/14/2016 7:04:05,Man,"Liberal, Feminist, Egalitarian",Europe,26 - 40,No,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Essential,Desirable,Undesirable,Desirable,Essential,Desirable,Undesirable,Desirable,Essential,Neutral,Neutral,Undesirable,Desirable,Undesirable,Undesirable,Neutral,Undesirable,Neutral,Desirable,Neutral,Undesirable,Desirable,Desirable,Desirable,Desirable,Essential,Essential,Essential,Desirable,Desirable,Neutral,
12/14/2016 7:48:30,Man,"Socialist, Feminist, Men's Rights Activist, Egalitarian",Europe,26 - 40,No,Desirable,Neutral,Essential,Desirable,Essential,Essential,Desirable,Desirable,Desirable,Essential,Desirable,Essential,Essential,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Essential,Essential,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Neutral,Essential,Neutral,Undesirable,Desirable,Desirable,Neutral,Neutral,Undesirable,Desirable,Neutral,Undesirable,Neutral,Undesirable,Desirable,Neutral,Neutral,Neutral,Neutral,Essential,Undesirable,Neutral,Essential,Neutral,Desirable,Neutral,Undesirable,Neutral,"All personal-philosophy must consider the wide social environment in which it is a single piece. You must always ask ""what if everyone believed this?"" (which is why Ayn Rand is so completely useless).

My central philosophy: ""The World Needs All Sorts"". Poets, scientists, sewer-cleaners and engineers are all needed. Steven Hawking and Eddie Izzard. You should aim to excel at what you enjoy, but must maintain respect for that which is not you. Never dismiss something out of hand, instead investigate and talk with those who know more than you in that area before making judgement.

The core philosophy that explains why this is important, is from the central realisation of Evolution: ""It is not the Strongest species that survives, but the one most Adaptable to change"". If as a species we are determined to become Strong at and efficient at our one most powerful current trick (eg: capitalism's drives for efficiency of money-movement), but at the expense of everything else, we lose the ability to react to changing circumstances, and paradoxically we are destined for the scrap-heap! It is only through diversification (of ideas, cultures, and way of doing things) that we can ensure some version of ourselves is suited to whatever the universe throws at us.

tl;dr: Globalism a Shit."
12/14/2016 9:20:42,Man,"Conservative, Men's Rights Activist, Moderate",Europe,18 - 25,No,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Neutral,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Essential,Neutral,Desirable,Desirable,Neutral,Essential,Desirable,Undesirable,Desirable,Desirable,Essential,Neutral,Neutral,Neutral,Neutral,Desirable,Desirable,Neutral,Neutral,Desirable,Desirable,Desirable,Desirable,Essential,Desirable,Desirable,Desirable,Desirable,Desirable,
